po_id,vendor_id,sku,qty,status,brand_code,warehouse_id
PO-000215,V-PUMA-01,PUMA-SKU-00215,24,received,PUMA,WH-KOL-01
PO-000216,V-NIKE-01,NIKE-SKU-00216,25,closed,NIKE,WH-MUM-01
PO-000217,V-PUMA-01,PUMA-SKU-00217,26,open,PUMA,WH-DEL-01
PO-000218,V-NIKE-01,NIKE-SKU-00218,27,shipped,NIKE,WH-BLR-01
PO-000219,V-PUMA-01,PUMA-SKU-00219,28,received,PUMA,WH-CHN-01
PO-000220,V-NIKE-01,NIKE-SKU-00220,29,closed,NIKE,WH-KOL-01
PO-000221,V-PUMA-01,PUMA-SKU-00221,30,open,PUMA,WH-MUM-01
PO-000222,V-NIKE-01,NIKE-SKU-00222,31,shipped,NIKE,WH-DEL-01
PO-000223,V-PUMA-01,PUMA-SKU-00223,32,received,PUMA,WH-BLR-01
PO-000224,V-NIKE-01,NIKE-SKU-00224,33,closed,NIKE,WH-CHN-01
PO-000225,V-PUMA-01,PUMA-SKU-00225,34,open,PUMA,WH-KOL-01
PO-000226,V-NIKE-01,NIKE-SKU-00226,35,shipped,NIKE,WH-MUM-01
PO-000227,V-PUMA-01,PUMA-SKU-00227,36,received,PUMA,WH-DEL-01
PO-000228,V-NIKE-01,NIKE-SKU-00228,37,closed,NIKE,WH-BLR-01
PO-000229,V-PUMA-01,PUMA-SKU-00229,38,open,PUMA,WH-CHN-01
PO-000230,V-NIKE-01,NIKE-SKU-00230,39,shipped,NIKE,WH-KOL-01
PO-000231,V-PUMA-01,PUMA-SKU-00231,40,received,PUMA,WH-MUM-01
PO-000232,V-NIKE-01,NIKE-SKU-00232,41,closed,NIKE,WH-DEL-01
PO-000233,V-PUMA-01,PUMA-SKU-00233,42,open,PUMA,WH-BLR-01
PO-000234,V-NIKE-01,NIKE-SKU-00234,43,shipped,NIKE,WH-CHN-01
PO-000235,V-PUMA-01,PUMA-SKU-00235,44,received,PUMA,WH-KOL-01
PO-000236,V-NIKE-01,NIKE-SKU-00236,45,closed,NIKE,WH-MUM-01
PO-000237,V-PUMA-01,PUMA-SKU-00237,46,open,PUMA,WH-DEL-01
PO-000238,V-NIKE-01,NIKE-SKU-00238,47,shipped,NIKE,WH-BLR-01
PO-000239,V-PUMA-01,PUMA-SKU-00239,48,received,PUMA,WH-CHN-01
PO-000240,V-NIKE-01,NIKE-SKU-00240,49,closed,NIKE,WH-KOL-01
PO-000241,V-PUMA-01,PUMA-SKU-00241,50,open,PUMA,WH-MUM-01
PO-000242,V-NIKE-01,NIKE-SKU-00242,51,shipped,NIKE,WH-DEL-01
PO-000243,V-PUMA-01,PUMA-SKU-00243,52,received,PUMA,WH-BLR-01
PO-000244,V-NIKE-01,NIKE-SKU-00244,53,closed,NIKE,WH-CHN-01
PO-000245,V-PUMA-01,PUMA-SKU-00245,54,open,PUMA,WH-KOL-01
PO-000246,V-NIKE-01,NIKE-SKU-00246,55,shipped,NIKE,WH-MUM-01
PO-000247,V-PUMA-01,PUMA-SKU-00247,56,received,PUMA,WH-DEL-01
PO-000248,V-NIKE-01,NIKE-SKU-00248,57,closed,NIKE,WH-BLR-01
PO-000249,V-PUMA-01,PUMA-SKU-00249,58,open,PUMA,WH-CHN-01
PO-000250,V-NIKE-01,NIKE-SKU-00250,59,shipped,NIKE,WH-KOL-01
PO-000251,V-PUMA-01,PUMA-SKU-00001,60,received,PUMA,WH-MUM-01
PO-000252,V-NIKE-01,NIKE-SKU-00002,61,closed,NIKE,WH-DEL-01
PO-000253,V-PUMA-01,PUMA-SKU-00003,62,open,PUMA,WH-BLR-01
PO-000254,V-NIKE-01,NIKE-SKU-00004,63,shipped,NIKE,WH-CHN-01
PO-000255,V-PUMA-01,PUMA-SKU-00005,64,received,PUMA,WH-KOL-01
PO-000256,V-NIKE-01,NIKE-SKU-00006,65,closed,NIKE,WH-MUM-01
PO-000257,V-PUMA-01,PUMA-SKU-00007,66,open,PUMA,WH-DEL-01
PO-000258,V-NIKE-01,NIKE-SKU-00008,67,shipped,NIKE,WH-BLR-01
PO-000259,V-PUMA-01,PUMA-SKU-00009,68,received,PUMA,WH-CHN-01
PO-000260,V-NIKE-01,NIKE-SKU-00010,69,closed,NIKE,WH-KOL-01
PO-000261,V-PUMA-01,PUMA-SKU-00011,70,open,PUMA,WH-MUM-01
PO-000262,V-NIKE-01,NIKE-SKU-00012,71,shipped,NIKE,WH-DEL-01
PO-000263,V-PUMA-01,PUMA-SKU-00013,72,received,PUMA,WH-BLR-01
PO-000264,V-NIKE-01,NIKE-SKU-00014,73,closed,NIKE,WH-CHN-01
PO-000265,V-PUMA-01,PUMA-SKU-00015,74,open,PUMA,WH-KOL-01
PO-000266,V-NIKE-01,NIKE-SKU-00016,75,shipped,NIKE,WH-MUM-01
PO-000267,V-PUMA-01,PUMA-SKU-00017,76,received,PUMA,WH-DEL-01
PO-000268,V-NIKE-01,NIKE-SKU-00018,77,closed,NIKE,WH-BLR-01
PO-000269,V-PUMA-01,PUMA-SKU-00019,78,open,PUMA,WH-CHN-01
PO-000270,V-NIKE-01,NIKE-SKU-00020,79,shipped,NIKE,WH-KOL-01
PO-000271,V-PUMA-01,PUMA-SKU-00021,80,received,PUMA,WH-MUM-01
PO-000272,V-NIKE-01,NIKE-SKU-00022,81,closed,NIKE,WH-DEL-01
PO-000273,V-PUMA-01,PUMA-SKU-00023,82,open,PUMA,WH-BLR-01
PO-000274,V-NIKE-01,NIKE-SKU-00024,83,shipped,NIKE,WH-CHN-01
PO-000275,V-PUMA-01,PUMA-SKU-00025,84,received,PUMA,WH-KOL-01
PO-000276,V-NIKE-01,NIKE-SKU-00026,85,closed,NIKE,WH-MUM-01
PO-000277,V-PUMA-01,PUMA-SKU-00027,86,open,PUMA,WH-DEL-01
PO-000278,V-NIKE-01,NIKE-SKU-00028,87,shipped,NIKE,WH-BLR-01
PO-000279,V-PUMA-01,PUMA-SKU-00029,88,received,PUMA,WH-CHN-01
PO-000280,V-NIKE-01,NIKE-SKU-00030,89,closed,NIKE,WH-KOL-01
PO-000281,V-PUMA-01,PUMA-SKU-00031,90,open,PUMA,WH-MUM-01
PO-000282,V-NIKE-01,NIKE-SKU-00032,91,shipped,NIKE,WH-DEL-01
PO-000283,V-PUMA-01,PUMA-SKU-00033,92,received,PUMA,WH-BLR-01
PO-000284,V-NIKE-01,NIKE-SKU-00034,93,closed,NIKE,WH-CHN-01
PO-000285,V-PUMA-01,PUMA-SKU-00035,94,open,PUMA,WH-KOL-01
PO-000286,V-NIKE-01,NIKE-SKU-00036,95,shipped,NIKE,WH-MUM-01
PO-000287,V-PUMA-01,PUMA-SKU-00037,96,received,PUMA,WH-DEL-01
PO-000288,V-NIKE-01,NIKE-SKU-00038,97,closed,NIKE,WH-BLR-01
PO-000289,V-PUMA-01,PUMA-SKU-00039,98,open,PUMA,WH-CHN-01
PO-000290,V-NIKE-01,NIKE-SKU-00040,99,shipped,NIKE,WH-KOL-01
PO-000291,V-PUMA-01,PUMA-SKU-00041,100,received,PUMA,WH-MUM-01
PO-000292,V-NIKE-01,NIKE-SKU-00042,101,closed,NIKE,WH-DEL-01
PO-000293,V-PUMA-01,PUMA-SKU-00043,102,open,PUMA,WH-BLR-01
PO-000294,V-NIKE-01,NIKE-SKU-00044,103,shipped,NIKE,WH-CHN-01
PO-000295,V-PUMA-01,PUMA-SKU-00045,104,received,PUMA,WH-KOL-01
PO-000296,V-NIKE-01,NIKE-SKU-00046,105,closed,NIKE,WH-MUM-01
PO-000297,V-PUMA-01,PUMA-SKU-00047,106,open,PUMA,WH-DEL-01
PO-000298,V-NIKE-01,NIKE-SKU-00048,107,shipped,NIKE,WH-BLR-01
PO-000299,V-PUMA-01,PUMA-SKU-00049,108,received,PUMA,WH-CHN-01
PO-000300,V-NIKE-01,NIKE-SKU-00050,109,closed,NIKE,WH-KOL-01
PO-000301,V-PUMA-01,PUMA-SKU-00051,110,open,PUMA,WH-MUM-01
PO-000302,V-NIKE-01,NIKE-SKU-00052,111,shipped,NIKE,WH-DEL-01
PO-000303,V-PUMA-01,PUMA-SKU-00053,112,received,PUMA,WH-BLR-01
PO-000304,V-NIKE-01,NIKE-SKU-00054,113,closed,NIKE,WH-CHN-01
