vendor_id,order_id,customer_id,commission_pct,commission_inr,brand_code
V-NIKE-01,ORD-00000122,122,6,897,NIKE
V-PUMA-01,ORD-00000123,123,7,904,PUMA
V-NIKE-01,ORD-00000124,124,8,911,NIKE
V-PUMA-01,ORD-00000125,125,9,918,PUMA
V-NIKE-01,ORD-00000126,126,10,925,NIKE
V-PUMA-01,ORD-00000127,127,11,932,PUMA
V-NIKE-01,ORD-00000128,128,12,939,NIKE
V-PUMA-01,ORD-00000129,129,13,946,PUMA
V-NIKE-01,ORD-00000130,130,14,953,NIKE
V-PUMA-01,ORD-00000131,131,15,960,PUMA
V-NIKE-01,ORD-00000132,132,16,967,NIKE
V-PUMA-01,ORD-00000133,133,17,974,PUMA
V-NIKE-01,ORD-00000134,134,18,981,NIKE
V-PUMA-01,ORD-00000135,135,19,988,PUMA
V-NIKE-01,ORD-00000136,136,5,995,NIKE
V-PUMA-01,ORD-00000137,137,6,1002,PUMA
V-NIKE-01,ORD-00000138,138,7,1009,NIKE
V-PUMA-01,ORD-00000139,139,8,1016,PUMA
V-NIKE-01,ORD-00000140,140,9,1023,NIKE
V-PUMA-01,ORD-00000141,141,10,1030,PUMA
V-NIKE-01,ORD-00000142,142,11,1037,NIKE
V-PUMA-01,ORD-00000143,143,12,1044,PUMA
V-NIKE-01,ORD-00000144,144,13,1051,NIKE
V-PUMA-01,ORD-00000145,145,14,1058,PUMA
V-NIKE-01,ORD-00000146,146,15,1065,NIKE
V-PUMA-01,ORD-00000147,147,16,1072,PUMA
V-NIKE-01,ORD-00000148,148,17,1079,NIKE
V-PUMA-01,ORD-00000149,149,18,1086,PUMA
V-NIKE-01,ORD-00000150,150,19,1093,NIKE
V-PUMA-01,ORD-00000151,151,5,1100,PUMA
V-NIKE-01,ORD-00000152,152,6,1107,NIKE
V-PUMA-01,ORD-00000153,153,7,1114,PUMA
V-NIKE-01,ORD-00000154,154,8,1121,NIKE
V-PUMA-01,ORD-00000155,155,9,1128,PUMA
V-NIKE-01,ORD-00000156,156,10,1135,NIKE
V-PUMA-01,ORD-00000157,157,11,1142,PUMA
V-NIKE-01,ORD-00000158,158,12,1149,NIKE
V-PUMA-01,ORD-00000159,159,13,1156,PUMA
V-NIKE-01,ORD-00000160,160,14,1163,NIKE
V-PUMA-01,ORD-00000161,161,15,1170,PUMA
V-NIKE-01,ORD-00000162,162,16,1177,NIKE
V-PUMA-01,ORD-00000163,163,17,1184,PUMA
V-NIKE-01,ORD-00000164,164,18,1191,NIKE
V-PUMA-01,ORD-00000165,165,19,1198,PUMA
V-NIKE-01,ORD-00000166,166,5,1205,NIKE
V-PUMA-01,ORD-00000167,167,6,1212,PUMA
V-NIKE-01,ORD-00000168,168,7,1219,NIKE
V-PUMA-01,ORD-00000169,169,8,1226,PUMA
V-NIKE-01,ORD-00000170,170,9,1233,NIKE
V-PUMA-01,ORD-00000171,171,10,1240,PUMA
V-NIKE-01,ORD-00000172,172,11,1247,NIKE
V-PUMA-01,ORD-00000173,173,12,1254,PUMA
V-NIKE-01,ORD-00000174,174,13,1261,NIKE
V-PUMA-01,ORD-00000175,175,14,1268,PUMA
V-NIKE-01,ORD-00000176,176,15,1275,NIKE
V-PUMA-01,ORD-00000177,177,16,1282,PUMA
V-NIKE-01,ORD-00000178,178,17,1289,NIKE
V-PUMA-01,ORD-00000179,179,18,1296,PUMA
V-NIKE-01,ORD-00000180,180,19,1303,NIKE
V-PUMA-01,ORD-00000181,181,5,1310,PUMA
V-NIKE-01,ORD-00000182,182,6,1317,NIKE
V-PUMA-01,ORD-00000183,183,7,1324,PUMA
V-NIKE-01,ORD-00000184,184,8,1331,NIKE
V-PUMA-01,ORD-00000185,185,9,1338,PUMA
V-NIKE-01,ORD-00000186,186,10,1345,NIKE
V-PUMA-01,ORD-00000187,187,11,1352,PUMA
V-NIKE-01,ORD-00000188,188,12,1359,NIKE
V-PUMA-01,ORD-00000189,189,13,1366,PUMA
V-NIKE-01,ORD-00000190,190,14,1373,NIKE
V-PUMA-01,ORD-00000191,191,15,1380,PUMA
V-NIKE-01,ORD-00000192,192,16,1387,NIKE
V-PUMA-01,ORD-00000193,193,17,1394,PUMA
V-NIKE-01,ORD-00000194,194,18,1401,NIKE
V-PUMA-01,ORD-00000195,195,19,1408,PUMA
V-NIKE-01,ORD-00000196,196,5,1415,NIKE
V-PUMA-01,ORD-00000197,197,6,1422,PUMA
V-NIKE-01,ORD-00000198,198,7,1429,NIKE
V-PUMA-01,ORD-00000199,199,8,1436,PUMA
V-NIKE-01,ORD-00000200,200,9,1443,NIKE
V-PUMA-01,ORD-00000201,201,10,1450,PUMA
V-NIKE-01,ORD-00000202,202,11,1457,NIKE
V-PUMA-01,ORD-00000203,203,12,1464,PUMA
V-NIKE-01,ORD-00000204,204,13,1471,NIKE
V-PUMA-01,ORD-00000205,205,14,1478,PUMA
V-NIKE-01,ORD-00000206,206,15,1485,NIKE
V-PUMA-01,ORD-00000207,207,16,1492,PUMA
V-NIKE-01,ORD-00000208,208,17,1499,NIKE
V-PUMA-01,ORD-00000209,209,18,1506,PUMA
V-NIKE-01,ORD-00000210,210,19,1513,NIKE
V-PUMA-01,ORD-00000211,211,5,1520,PUMA
V-NIKE-01,ORD-00000212,212,6,1527,NIKE
V-PUMA-01,ORD-00000213,213,7,1534,PUMA
V-NIKE-01,ORD-00000214,214,8,1541,NIKE
V-PUMA-01,ORD-00000215,215,9,1548,PUMA
V-NIKE-01,ORD-00000216,216,10,1555,NIKE
V-PUMA-01,ORD-00000217,217,11,1562,PUMA
V-NIKE-01,ORD-00000218,218,12,1569,NIKE
V-PUMA-01,ORD-00000219,219,13,1576,PUMA
V-NIKE-01,ORD-00000220,220,14,1583,NIKE
V-PUMA-01,ORD-00000221,221,15,1590,PUMA
V-NIKE-01,ORD-00000222,222,16,1597,NIKE
V-PUMA-01,ORD-00000223,223,17,1604,PUMA
V-NIKE-01,ORD-00000224,224,18,1611,NIKE
V-PUMA-01,ORD-00000225,225,19,1618,PUMA
V-NIKE-01,ORD-00000226,226,5,1625,NIKE
V-PUMA-01,ORD-00000227,227,6,1632,PUMA
V-NIKE-01,ORD-00000228,228,7,1639,NIKE
V-PUMA-01,ORD-00000229,229,8,1646,PUMA
V-NIKE-01,ORD-00000230,230,9,1653,NIKE
V-PUMA-01,ORD-00000231,231,10,1660,PUMA
V-NIKE-01,ORD-00000232,232,11,1667,NIKE
V-PUMA-01,ORD-00000233,233,12,1674,PUMA
V-NIKE-01,ORD-00000234,234,13,1681,NIKE
V-PUMA-01,ORD-00000235,235,14,1688,PUMA
V-NIKE-01,ORD-00000236,236,15,1695,NIKE
V-PUMA-01,ORD-00000237,237,16,1702,PUMA
V-NIKE-01,ORD-00000238,238,17,1709,NIKE
V-PUMA-01,ORD-00000239,239,18,1716,PUMA
V-NIKE-01,ORD-00000240,240,19,1723,NIKE
V-PUMA-01,ORD-00000241,241,5,1730,PUMA
V-NIKE-01,ORD-00000242,242,6,1737,NIKE
V-PUMA-01,ORD-00000243,243,7,1744,PUMA
V-NIKE-01,ORD-00000244,244,8,1751,NIKE
V-PUMA-01,ORD-00000245,245,9,1758,PUMA
V-NIKE-01,ORD-00000246,246,10,1765,NIKE
V-PUMA-01,ORD-00000247,247,11,1772,PUMA
V-NIKE-01,ORD-00000248,248,12,1779,NIKE
V-PUMA-01,ORD-00000249,249,13,1786,PUMA
V-NIKE-01,ORD-00000250,250,14,1793,NIKE
V-PUMA-01,ORD-00000251,251,15,1800,PUMA
V-NIKE-01,ORD-00000252,252,16,1807,NIKE
V-PUMA-01,ORD-00000253,253,17,1814,PUMA
V-NIKE-01,ORD-00000254,254,18,1821,NIKE
V-PUMA-01,ORD-00000255,255,19,1828,PUMA
V-NIKE-01,ORD-00000256,256,5,1835,NIKE
V-PUMA-01,ORD-00000257,257,6,1842,PUMA
V-NIKE-01,ORD-00000258,258,7,1849,NIKE
V-PUMA-01,ORD-00000259,259,8,1856,PUMA
V-NIKE-01,ORD-00000260,260,9,1863,NIKE
V-PUMA-01,ORD-00000261,261,10,1870,PUMA
V-NIKE-01,ORD-00000262,262,11,1877,NIKE
V-PUMA-01,ORD-00000263,263,12,1884,PUMA
V-NIKE-01,ORD-00000264,264,13,1891,NIKE
V-PUMA-01,ORD-00000265,265,14,1898,PUMA
V-NIKE-01,ORD-00000266,266,15,1905,NIKE
V-PUMA-01,ORD-00000267,267,16,1912,PUMA
V-NIKE-01,ORD-00000268,268,17,1919,NIKE
V-PUMA-01,ORD-00000269,269,18,1926,PUMA
V-NIKE-01,ORD-00000270,270,19,1933,NIKE
V-PUMA-01,ORD-00000271,271,5,1940,PUMA
V-NIKE-01,ORD-00000272,272,6,1947,NIKE
V-PUMA-01,ORD-00000273,273,7,1954,PUMA
V-NIKE-01,ORD-00000274,274,8,1961,NIKE
V-PUMA-01,ORD-00000275,275,9,1968,PUMA
V-NIKE-01,ORD-00000276,276,10,1975,NIKE
V-PUMA-01,ORD-00000277,277,11,1982,PUMA
V-NIKE-01,ORD-00000278,278,12,1989,NIKE
V-PUMA-01,ORD-00000279,279,13,1996,PUMA
V-NIKE-01,ORD-00000280,280,14,2003,NIKE
V-PUMA-01,ORD-00000281,281,15,2010,PUMA
V-NIKE-01,ORD-00000282,282,16,2017,NIKE
V-PUMA-01,ORD-00000283,283,17,2024,PUMA
V-NIKE-01,ORD-00000284,284,18,2031,NIKE
V-PUMA-01,ORD-00000285,285,19,2038,PUMA
V-NIKE-01,ORD-00000286,286,5,2045,NIKE
V-PUMA-01,ORD-00000287,287,6,52,PUMA
V-NIKE-01,ORD-00000288,288,7,59,NIKE
V-PUMA-01,ORD-00000289,289,8,66,PUMA
V-NIKE-01,ORD-00000290,290,9,73,NIKE
V-PUMA-01,ORD-00000291,291,10,80,PUMA
V-NIKE-01,ORD-00000292,292,11,87,NIKE
V-PUMA-01,ORD-00000293,293,12,94,PUMA
V-NIKE-01,ORD-00000294,294,13,101,NIKE
V-PUMA-01,ORD-00000295,295,14,108,PUMA
V-NIKE-01,ORD-00000296,296,15,115,NIKE
V-PUMA-01,ORD-00000297,297,16,122,PUMA
V-NIKE-01,ORD-00000298,298,17,129,NIKE
V-PUMA-01,ORD-00000299,299,18,136,PUMA
V-NIKE-01,ORD-00000300,300,19,143,NIKE
V-PUMA-01,ORD-00000301,301,5,150,PUMA
V-NIKE-01,ORD-00000302,302,6,157,NIKE
V-PUMA-01,ORD-00000303,303,7,164,PUMA
V-NIKE-01,ORD-00000304,304,8,171,NIKE
V-PUMA-01,ORD-00000305,305,9,178,PUMA
V-NIKE-01,ORD-00000306,306,10,185,NIKE
V-PUMA-01,ORD-00000307,307,11,192,PUMA
V-NIKE-01,ORD-00000308,308,12,199,NIKE
V-PUMA-01,ORD-00000309,309,13,206,PUMA
V-NIKE-01,ORD-00000310,310,14,213,NIKE
V-PUMA-01,ORD-00000311,311,15,220,PUMA
V-NIKE-01,ORD-00000312,312,16,227,NIKE
V-PUMA-01,ORD-00000313,313,17,234,PUMA
V-NIKE-01,ORD-00000314,314,18,241,NIKE
V-PUMA-01,ORD-00000315,315,19,248,PUMA
V-NIKE-01,ORD-00000316,316,5,255,NIKE
V-PUMA-01,ORD-00000317,317,6,262,PUMA
V-NIKE-01,ORD-00000318,318,7,269,NIKE
V-PUMA-01,ORD-00000319,319,8,276,PUMA
V-NIKE-01,ORD-00000320,320,9,283,NIKE
V-PUMA-01,ORD-00000321,321,10,290,PUMA
V-NIKE-01,ORD-00000322,322,11,297,NIKE
V-PUMA-01,ORD-00000323,323,12,304,PUMA
V-NIKE-01,ORD-00000324,324,13,311,NIKE
V-PUMA-01,ORD-00000325,325,14,318,PUMA
V-NIKE-01,ORD-00000326,326,15,325,NIKE
V-PUMA-01,ORD-00000327,327,16,332,PUMA
V-NIKE-01,ORD-00000328,328,17,339,NIKE
V-PUMA-01,ORD-00000329,329,18,346,PUMA
V-NIKE-01,ORD-00000330,330,19,353,NIKE
V-PUMA-01,ORD-00000331,331,5,360,PUMA
V-NIKE-01,ORD-00000332,332,6,367,NIKE
V-PUMA-01,ORD-00000333,333,7,374,PUMA
V-NIKE-01,ORD-00000334,334,8,381,NIKE
V-PUMA-01,ORD-00000335,335,9,388,PUMA
V-NIKE-01,ORD-00000336,336,10,395,NIKE
V-PUMA-01,ORD-00000337,337,11,402,PUMA
V-NIKE-01,ORD-00000338,338,12,409,NIKE
V-PUMA-01,ORD-00000339,339,13,416,PUMA
V-NIKE-01,ORD-00000340,340,14,423,NIKE
V-PUMA-01,ORD-00000341,341,15,430,PUMA
V-NIKE-01,ORD-00000342,342,16,437,NIKE
V-PUMA-01,ORD-00000343,343,17,444,PUMA
V-NIKE-01,ORD-00000344,344,18,451,NIKE
V-PUMA-01,ORD-00000345,345,19,458,PUMA
V-NIKE-01,ORD-00000346,346,5,465,NIKE
V-PUMA-01,ORD-00000347,347,6,472,PUMA
V-NIKE-01,ORD-00000348,348,7,479,NIKE
V-PUMA-01,ORD-00000349,349,8,486,PUMA
V-NIKE-01,ORD-00000350,350,9,493,NIKE
V-PUMA-01,ORD-00000351,351,10,500,PUMA
V-NIKE-01,ORD-00000352,352,11,507,NIKE
V-PUMA-01,ORD-00000353,353,12,514,PUMA
V-NIKE-01,ORD-00000354,354,13,521,NIKE
V-PUMA-01,ORD-00000355,355,14,528,PUMA
V-NIKE-01,ORD-00000356,356,15,535,NIKE
V-PUMA-01,ORD-00000357,357,16,542,PUMA
V-NIKE-01,ORD-00000358,358,17,549,NIKE
V-PUMA-01,ORD-00000359,359,18,556,PUMA
V-NIKE-01,ORD-00000360,360,19,563,NIKE
V-PUMA-01,ORD-00000361,361,5,570,PUMA
V-NIKE-01,ORD-00000362,362,6,577,NIKE
V-PUMA-01,ORD-00000363,363,7,584,PUMA
V-NIKE-01,ORD-00000364,364,8,591,NIKE
V-PUMA-01,ORD-00000365,365,9,598,PUMA
V-NIKE-01,ORD-00000366,366,10,605,NIKE
V-PUMA-01,ORD-00000367,367,11,612,PUMA
V-NIKE-01,ORD-00000368,368,12,619,NIKE
V-PUMA-01,ORD-00000369,369,13,626,PUMA
V-NIKE-01,ORD-00000370,370,14,633,NIKE
V-PUMA-01,ORD-00000371,371,15,640,PUMA
V-NIKE-01,ORD-00000372,372,16,647,NIKE
V-PUMA-01,ORD-00000373,373,17,654,PUMA
V-NIKE-01,ORD-00000374,374,18,661,NIKE
V-PUMA-01,ORD-00000375,375,19,668,PUMA
V-NIKE-01,ORD-00000376,376,5,675,NIKE
V-PUMA-01,ORD-00000377,377,6,682,PUMA
V-NIKE-01,ORD-00000378,378,7,689,NIKE
V-PUMA-01,ORD-00000379,379,8,696,PUMA
V-NIKE-01,ORD-00000380,380,9,703,NIKE
V-PUMA-01,ORD-00000381,381,10,710,PUMA
V-NIKE-01,ORD-00000382,382,11,717,NIKE
V-PUMA-01,ORD-00000383,383,12,724,PUMA
V-NIKE-01,ORD-00000384,384,13,731,NIKE
V-PUMA-01,ORD-00000385,385,14,738,PUMA
V-NIKE-01,ORD-00000386,386,15,745,NIKE
V-PUMA-01,ORD-00000387,387,16,752,PUMA
V-NIKE-01,ORD-00000388,388,17,759,NIKE
V-PUMA-01,ORD-00000389,389,18,766,PUMA
V-NIKE-01,ORD-00000390,390,19,773,NIKE
V-PUMA-01,ORD-00000391,391,5,780,PUMA
V-NIKE-01,ORD-00000392,392,6,787,NIKE
V-PUMA-01,ORD-00000393,393,7,794,PUMA
V-NIKE-01,ORD-00000394,394,8,801,NIKE
V-PUMA-01,ORD-00000395,395,9,808,PUMA
V-NIKE-01,ORD-00000396,396,10,815,NIKE
V-PUMA-01,ORD-00000397,397,11,822,PUMA
V-NIKE-01,ORD-00000398,398,12,829,NIKE
V-PUMA-01,ORD-00000399,399,13,836,PUMA
V-NIKE-01,ORD-00000400,400,14,843,NIKE
V-PUMA-01,ORD-00000401,401,15,850,PUMA
V-NIKE-01,ORD-00000402,402,16,857,NIKE
V-PUMA-01,ORD-00000403,403,17,864,PUMA
V-NIKE-01,ORD-00000404,404,18,871,NIKE
V-PUMA-01,ORD-00000405,405,19,878,PUMA
V-NIKE-01,ORD-00000406,406,5,885,NIKE
V-PUMA-01,ORD-00000407,407,6,892,PUMA
V-NIKE-01,ORD-00000408,408,7,899,NIKE
V-PUMA-01,ORD-00000409,409,8,906,PUMA
V-NIKE-01,ORD-00000410,410,9,913,NIKE
V-PUMA-01,ORD-00000411,411,10,920,PUMA
V-NIKE-01,ORD-00000412,412,11,927,NIKE
V-PUMA-01,ORD-00000413,413,12,934,PUMA
V-NIKE-01,ORD-00000414,414,13,941,NIKE
V-PUMA-01,ORD-00000415,415,14,948,PUMA
V-NIKE-01,ORD-00000416,416,15,955,NIKE
V-PUMA-01,ORD-00000417,417,16,962,PUMA
V-NIKE-01,ORD-00000418,418,17,969,NIKE
V-PUMA-01,ORD-00000419,419,18,976,PUMA
V-NIKE-01,ORD-00000420,420,19,983,NIKE
V-PUMA-01,ORD-00000421,421,5,990,PUMA
V-NIKE-01,ORD-00000422,422,6,997,NIKE
V-PUMA-01,ORD-00000423,423,7,1004,PUMA
V-NIKE-01,ORD-00000424,424,8,1011,NIKE
V-PUMA-01,ORD-00000425,425,9,1018,PUMA
V-NIKE-01,ORD-00000426,426,10,1025,NIKE
V-PUMA-01,ORD-00000427,427,11,1032,PUMA
V-NIKE-01,ORD-00000428,428,12,1039,NIKE
V-PUMA-01,ORD-00000429,429,13,1046,PUMA
V-NIKE-01,ORD-00000430,430,14,1053,NIKE
V-PUMA-01,ORD-00000431,431,15,1060,PUMA
V-NIKE-01,ORD-00000432,432,16,1067,NIKE
V-PUMA-01,ORD-00000433,433,17,1074,PUMA
V-NIKE-01,ORD-00000434,434,18,1081,NIKE
V-PUMA-01,ORD-00000435,435,19,1088,PUMA
V-NIKE-01,ORD-00000436,436,5,1095,NIKE
V-PUMA-01,ORD-00000437,437,6,1102,PUMA
V-NIKE-01,ORD-00000438,438,7,1109,NIKE
V-PUMA-01,ORD-00000439,439,8,1116,PUMA
V-NIKE-01,ORD-00000440,440,9,1123,NIKE
V-PUMA-01,ORD-00000441,441,10,1130,PUMA
V-NIKE-01,ORD-00000442,442,11,1137,NIKE
V-PUMA-01,ORD-00000443,443,12,1144,PUMA
V-NIKE-01,ORD-00000444,444,13,1151,NIKE
V-PUMA-01,ORD-00000445,445,14,1158,PUMA
V-NIKE-01,ORD-00000446,446,15,1165,NIKE
V-PUMA-01,ORD-00000447,447,16,1172,PUMA
V-NIKE-01,ORD-00000448,448,17,1179,NIKE
V-PUMA-01,ORD-00000449,449,18,1186,PUMA
V-NIKE-01,ORD-00000450,450,19,1193,NIKE
V-PUMA-01,ORD-00000451,451,5,1200,PUMA
V-NIKE-01,ORD-00000452,452,6,1207,NIKE
V-PUMA-01,ORD-00000453,453,7,1214,PUMA
V-NIKE-01,ORD-00000454,454,8,1221,NIKE
V-PUMA-01,ORD-00000455,455,9,1228,PUMA
V-NIKE-01,ORD-00000456,456,10,1235,NIKE
V-PUMA-01,ORD-00000457,457,11,1242,PUMA
V-NIKE-01,ORD-00000458,458,12,1249,NIKE
V-PUMA-01,ORD-00000459,459,13,1256,PUMA
V-NIKE-01,ORD-00000460,460,14,1263,NIKE
V-PUMA-01,ORD-00000461,461,15,1270,PUMA
V-NIKE-01,ORD-00000462,462,16,1277,NIKE
V-PUMA-01,ORD-00000463,463,17,1284,PUMA
V-NIKE-01,ORD-00000464,464,18,1291,NIKE
V-PUMA-01,ORD-00000465,465,19,1298,PUMA
V-NIKE-01,ORD-00000466,466,5,1305,NIKE
V-PUMA-01,ORD-00000467,467,6,1312,PUMA
V-NIKE-01,ORD-00000468,468,7,1319,NIKE
V-PUMA-01,ORD-00000469,469,8,1326,PUMA
V-NIKE-01,ORD-00000470,470,9,1333,NIKE
V-PUMA-01,ORD-00000471,471,10,1340,PUMA
V-NIKE-01,ORD-00000472,472,11,1347,NIKE
V-PUMA-01,ORD-00000473,473,12,1354,PUMA
V-NIKE-01,ORD-00000474,474,13,1361,NIKE
V-PUMA-01,ORD-00000475,475,14,1368,PUMA
V-NIKE-01,ORD-00000476,476,15,1375,NIKE
V-PUMA-01,ORD-00000477,477,16,1382,PUMA
V-NIKE-01,ORD-00000478,478,17,1389,NIKE
V-PUMA-01,ORD-00000479,479,18,1396,PUMA
V-NIKE-01,ORD-00000480,480,19,1403,NIKE
V-PUMA-01,ORD-00000481,481,5,1410,PUMA
V-NIKE-01,ORD-00000482,482,6,1417,NIKE
V-PUMA-01,ORD-00000483,483,7,1424,PUMA
V-NIKE-01,ORD-00000484,484,8,1431,NIKE
V-PUMA-01,ORD-00000485,485,9,1438,PUMA
V-NIKE-01,ORD-00000486,486,10,1445,NIKE
V-PUMA-01,ORD-00000487,487,11,1452,PUMA
V-NIKE-01,ORD-00000488,488,12,1459,NIKE
V-PUMA-01,ORD-00000489,489,13,1466,PUMA
